intern,con_legis_num,congress,legislation_type,chamber,bill_number,title,link,target,is_gold_trap,gold_label,display_order
Ines A.,119_h.res.106,119,hres,House,H.Res. 106,Expressing the sense of the House of Representatives that the United Nations Security Council should immediately impose an arms embargo against the military of Burma.,https://www.congress.gov/bill/119th-congress/house-resolution/106,test_119,False,,122
Ines A.,106_h.r.3786,106,hr,House,H.R. 3786,"To suspend temporarily the duty on machines, and their parts, for use in the manufacture of digital versatile discs (DVDs).",https://www.congress.gov/bill/106th-congress/house-bill/3786,train_neg,False,,123
Ines A.,106_s.2143,106,s,Senate,S. 2143,A bill to suspend temporarily the duty on certain fluoride compounds.,https://www.congress.gov/bill/106th-congress/senate-bill/2143,train_neg,False,,124
Ines A.,119_h.r.6246,119,hr,House,H.R. 6246,To amend the Internal Revenue Code of 1986 to extend certain provisions of the health insurance premium tax credit using tariff revenue.,https://www.congress.gov/bill/119th-congress/house-bill/6246,test_119,False,,125
Ines A.,111_s.2110,111,s,Senate,S. 2110,A bill to reduce temporarily the duty on Fluopyram.,https://www.congress.gov/bill/111th-congress/senate-bill/2110,train_neg,False,,126
Ines A.,101_s.2944,101,s,Senate,S. 2944,"An original bill to authorize assistance for fiscal year 1991 activities within a comprehensive Support for East European Democracy (SEED) program to promote political and economic transition in countries of Europe emerging from the tyranny and legacy of communist rule, to authorize appropriations for worldwide Peace Corps activities in fiscal years 1991 and 1992, to amend the Foreign Assistance Act of 1961 to establish a Development Fund for Africa, to authorize further United States contributions to the International Development Association, and for other purposes.",https://www.congress.gov/bill/101st-congress/senate-bill/2944,gold,True,0,127
Ines A.,107_h.r.4428,107,hr,House,H.R. 4428,To extend the temporary suspension of duty on B-Bromo-B-nitrostyrene.,https://www.congress.gov/bill/107th-congress/house-bill/4428,train_neg,False,,128
Ines A.,119_h.r.969,119,hr,House,H.R. 969,To impose sanctions on persons engaging in transactions in Afghanistan rare earth minerals.,https://www.congress.gov/bill/119th-congress/house-bill/969,test_119,False,,129
Ines A.,119_h.r.252,119,hr,House,H.R. 252,"To amend title 46, United States Code, to prohibit certain contracts for port operations and management, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/252,test_119,False,,130
Ines A.,119_h.r.6447,119,hr,House,H.R. 6447,"To impose sanctions with respect to persons that operate in a sector of the economy of the People's Republic of China in which the person has engaged in a pattern of significant theft of the intellectual property of a United States person, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/6447,test_119,False,,131
Ines A.,119_h.r.866,119,hr,House,H.R. 866,"To direct the Secretary of Commerce, acting through the Assistant Secretary of Commerce for Communications and Information, to conduct a study of the national security risks posed by consumer routers, modems, and devices that combine a modem and router, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/866,test_119,False,,132
Ines A.,119_s.179,119,s,Senate,S. 179,"A bill to amend the Defense Production Act of 1950 to prevent harm and disruption to the United States agriculture industry by protecting against foreign influence over agriculture production and supply chains, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/179,test_119,False,,133
Ines A.,119_h.r.5371,119,hr,House,H.R. 5371,"Making continuing appropriations and extensions for fiscal year 2026, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/5371,test_119,False,,134
Ines A.,119_s.1512,119,s,Senate,S. 1512,"A bill to prohibit data brokers from selling, reselling, trading, licensing, or otherwise providing for consideration lists of military servicemembers to any covered nation or person controlled by a covered nation.",https://www.congress.gov/bill/119th-congress/senate-bill/1512,test_119,False,,135
Ines A.,108_h.r.2644,108,hr,House,H.R. 2644,To suspend temporarily the duty on Procion Navy H-EXL.,https://www.congress.gov/bill/108th-congress/house-bill/2644,train_neg,False,,136
Ines A.,119_h.res.368,119,hres,House,H.Res. 368,Requesting information on El Salvador's human rights practices pursuant to section 502B(c) of the Foreign Assistance Act of 1961.,https://www.congress.gov/bill/119th-congress/house-resolution/368,test_119,False,,137
Ines A.,101_h.con.res.214,101,hconres,House,H.Con.Res. 214,In support of regional efforts to end driftnet fishing in the South Pacific.,https://www.congress.gov/bill/101st-congress/house-concurrent-resolution/214,train_neg,False,,138
Ines A.,105_h.con.res.22,105,hconres,House,H.Con.Res. 22,"Expressing the sense of the Congress with respect to the discrimination by the German Government against members of minority religious groups, particularly the continued and increasing discrimination by the German Government against performers, entertainers, and other artists from the United States associated with Scientology.",https://www.congress.gov/bill/105th-congress/house-concurrent-resolution/22,train_neg,False,,139
Ines A.,119_h.r.4848,119,hr,House,H.R. 4848,To terminate the United States-People's Republic of China Income Tax Convention if the People's Liberation Army initiates an armed attack against Taiwan.,https://www.congress.gov/bill/119th-congress/house-bill/4848,test_119,False,,140
Ines A.,119_h.r.1615,119,hr,House,H.R. 1615,"To amend the Export-Import Bank Act of 1945 to exclude certain financing from the calculation of the default rate for purposes of determining when the lending cap under such Act applies, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1615,test_119,False,,141
Ines A.,111_s.2028,111,s,Senate,S. 2028,A bill to extend the temporary suspension of duty on Thymol.,https://www.congress.gov/bill/111th-congress/senate-bill/2028,train_neg,False,,142
Ines A.,119_h.r.283,119,hr,House,H.R. 283,To authorize the President to enter into negotiations for the reacquisition of the Panama Canal from the Republic of Panama.,https://www.congress.gov/bill/119th-congress/house-bill/283,test_119,False,,143
Ines A.,107_h.r.4228,107,hr,House,H.R. 4228,"To suspend until December 31, 2005, the duty on Penta Amino Aceto Nitrate Cobalt III (CoFlake 2).",https://www.congress.gov/bill/107th-congress/house-bill/4228,train_neg,False,,144
Ines A.,119_h.r.6496,119,hr,House,H.R. 6496,"To require the Secretary of Agriculture to establish a program to make direct payments to certain specialty crop growers or wine producers who experience certain losses due to increased tariff burdens, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/6496,test_119,False,,145
Ines A.,119_s.176,119,s,Senate,S. 176,"A bill to direct the President to take such actions as may be necessary to prohibit the purchase of public or private real estate located in the United States by citizens and entities of the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/176,test_119,False,,146
Ines A.,119_h.r.3461,119,hr,House,H.R. 3461,"To require the inclusion of the Ministry of Public Security's Institute of Forensic Science of China on the entity list maintained by the Bureau of Industry and Security of the Department of Commerce, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/3461,test_119,False,,147
Ines A.,119_h.r.2871,119,hr,House,H.R. 2871,"To amend the Internal Revenue Code of 1986 to restrict the advanced manufacturing production credit with respect to components produced by, or in connection with, foreign entities of concern.",https://www.congress.gov/bill/119th-congress/house-bill/2871,test_119,False,,148
Ines A.,119_h.r.3838,119,hr,House,H.R. 3838,"To authorize appropriations for fiscal year 2026 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/3838,test_119,False,,149
Ines A.,112_h.r.5692,112,hr,House,H.R. 5692,To extend the suspension of duty on Interam mats.,https://www.congress.gov/bill/112th-congress/house-bill/5692,train_neg,False,,150
Ines A.,119_h.r.256,119,hr,House,H.R. 256,"To prohibit the sale of petroleum products from the Strategic Petroleum Reserve to certain entities, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/256,test_119,False,,151
Ines A.,119_s.2882,119,s,Senate,S. 2882,"A bill making continuing appropriations for the fiscal year ending September 30, 2026, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2882,test_119,False,,152
Ines A.,115_s.2872,115,s,Senate,S. 2872,"A bill to amend the Congressional Accountability Act of 1995 to reform the procedures provided under such Act for the initiation, investigation, and resolution of claims alleging that employing offices of the legislative branch have violated the rights and protections provided to their employees under such Act, including protections against sexual harassment and discrimination, and for other purposes.",https://www.congress.gov/bill/115th-congress/senate-bill/2872,gold,True,0,153
Ines A.,119_s.947,119,s,Senate,S. 947,A bill to prohibit importation of commercially produced fresh citrus fruit originating from the People's Republic of China.,https://www.congress.gov/bill/119th-congress/senate-bill/947,test_119,False,,154
Ines A.,119_h.r.3224,119,hr,House,H.R. 3224,"To enhance the operations and accountability of international financial institutions, strengthen support for low-income countries, and promote human rights and environmental standards in global financial projects.",https://www.congress.gov/bill/119th-congress/house-bill/3224,test_119,False,,155
Ines A.,107_s.2178,107,s,Senate,S. 2178,"A bill to suspend temporarily the duty on 1H-imidazole,4-(1-methylethyl)-2-[(phenylmethoxy)methyl]-(9Cl).",https://www.congress.gov/bill/107th-congress/senate-bill/2178,train_neg,False,,156
